,emdd,fosslim,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,scenario_pop_gdp,scenario_sigma,t2xco2_dist,t2xco2_index
21602,0.2735623642551185,4090.910436856005,1.0,0.0,0.0,0.0,0.0,0.0,320.0
21603,0.1245372993386894,12761.603704949395,1.0,1.0,0.0,5.0,1.0,0.0,298.0
21608,0.0372547710638601,7556.264826327528,0.0,2.0,0.0,1.0,0.0,0.0,122.0
21613,0.3408545933672139,6850.685074622377,0.0,1.0,0.0,2.0,1.0,1.0,314.0
21616,0.373522555975516,12378.636506676605,1.0,0.0,0.0,1.0,1.0,2.0,862.0
21627,0.1718049389359835,5693.54320772954,1.0,0.0,0.0,3.0,0.0,2.0,333.0
21632,0.0347451652619451,10730.60483504925,1.0,2.0,0.0,0.0,1.0,1.0,561.0
21633,0.3902184998534823,11615.435696085682,1.0,1.0,0.0,3.0,2.0,0.0,260.0
21636,0.5516946889239863,6410.7171567689165,0.0,2.0,0.0,2.0,0.0,0.0,23.0
21647,0.5730731967452646,7306.084837577616,1.0,1.0,0.0,0.0,1.0,2.0,937.0
21648,0.3928980253238925,5788.25232497352,1.0,1.0,0.0,3.0,1.0,0.0,904.0
21653,0.2883800056686145,7375.325051285435,1.0,1.0,0.0,5.0,1.0,1.0,681.0
21666,0.1319441121053139,10554.262867848363,0.0,0.0,0.0,5.0,0.0,1.0,665.0
21682,0.2070768401396903,10649.948412453066,0.0,1.0,0.0,1.0,2.0,0.0,48.0
21691,0.2710847842932127,6055.627798752621,1.0,0.0,0.0,2.0,2.0,0.0,187.0
21697,0.0165006827282559,12100.748893073816,0.0,2.0,0.0,5.0,0.0,0.0,699.0
21702,0.2644973283623676,9310.929152371187,1.0,0.0,0.0,5.0,2.0,2.0,937.0
21708,0.226511015956804,11819.204063512756,1.0,0.0,0.0,3.0,1.0,1.0,251.0
21715,0.0345958707058313,10115.722909999253,1.0,0.0,0.0,2.0,2.0,1.0,954.0
21723,0.0408338115378874,8702.11997350038,1.0,2.0,0.0,5.0,0.0,0.0,533.0
21735,0.4055755748673715,9130.746530638258,0.0,1.0,0.0,5.0,0.0,2.0,463.0
21753,0.1228992938354423,7327.143255692345,0.0,0.0,0.0,2.0,2.0,2.0,712.0
21758,0.168122334405071,12620.96038907157,1.0,0.0,0.0,1.0,1.0,2.0,935.0
21761,0.2991064532109648,11160.93754955822,1.0,2.0,0.0,3.0,0.0,0.0,678.0
21763,0.0851703768166127,8396.52666508843,1.0,1.0,0.0,4.0,0.0,2.0,850.0
21771,0.3959976084933837,7459.154512076132,0.0,2.0,0.0,5.0,0.0,1.0,499.0
21782,0.0951884900318609,6061.838102912769,0.0,2.0,0.0,4.0,2.0,0.0,966.0
21791,0.3532288607542527,7742.992700046465,1.0,0.0,0.0,3.0,2.0,2.0,9.0
21796,0.3302104415397942,10611.904658247006,1.0,0.0,0.0,5.0,1.0,0.0,877.0
21799,0.0667422070843507,8279.778564711516,0.0,1.0,0.0,4.0,2.0,0.0,74.0
21807,0.0037639969694993,5031.659807006843,1.0,2.0,1.0,2.0,1.0,1.0,155.0
21815,0.2146258612981787,9530.899210178128,1.0,0.0,0.0,0.0,0.0,2.0,937.0
21821,0.0637047780475795,5882.772648313354,1.0,0.0,0.0,3.0,2.0,1.0,566.0
21822,0.3429865207932397,5694.813801683453,1.0,1.0,0.0,2.0,2.0,1.0,768.0
21826,0.1125101192029305,7986.366770644139,1.0,2.0,0.0,0.0,0.0,0.0,770.0
21836,0.0855690904876895,8048.311368333542,1.0,1.0,0.0,2.0,1.0,0.0,499.0
21842,0.1523409860231148,10382.167458218251,1.0,1.0,0.0,3.0,2.0,1.0,686.0
21846,0.2326132736346947,12310.82745358591,1.0,2.0,0.0,0.0,2.0,1.0,7.0
21856,0.0141165691031378,8421.182536693337,1.0,2.0,0.0,4.0,1.0,2.0,949.0
21858,0.0513005292549733,10396.57385846126,1.0,1.0,1.0,0.0,2.0,2.0,221.0
21859,0.3630359205836203,6734.996713673563,0.0,1.0,0.0,5.0,2.0,0.0,688.0
21867,0.5893386301075239,13045.67555429577,1.0,0.0,0.0,2.0,2.0,0.0,123.0
21868,0.4960459895922649,7553.04692328366,1.0,1.0,0.0,3.0,1.0,1.0,190.0
21872,0.2660309401348228,13049.851973337049,1.0,1.0,0.0,0.0,2.0,1.0,682.0
21876,0.2314937676433742,9501.730237883728,1.0,0.0,0.0,1.0,2.0,2.0,985.0
21881,0.5162205618276012,8018.595526627284,1.0,0.0,0.0,1.0,1.0,1.0,615.0
21901,0.0732447799926325,11974.133413692643,1.0,1.0,1.0,5.0,2.0,2.0,193.0
21907,0.0246911705386907,12339.646899317124,0.0,0.0,1.0,3.0,0.0,2.0,149.0
21911,0.1868585426079015,11108.292415858166,1.0,0.0,0.0,4.0,0.0,2.0,197.0
21912,0.3580269962820914,4669.935462304414,0.0,2.0,0.0,0.0,2.0,2.0,270.0
21915,0.0155696094942017,5478.423227171586,0.0,1.0,0.0,0.0,0.0,0.0,334.0
21921,0.1461976221278425,8853.744366106537,1.0,2.0,0.0,2.0,2.0,0.0,828.0
21928,0.0271823494949728,5818.315152510094,1.0,1.0,0.0,1.0,2.0,1.0,879.0
21934,0.0084482205592891,9261.81695466116,1.0,0.0,0.0,5.0,2.0,2.0,192.0
21945,0.2106139412302715,10718.571128795276,0.0,1.0,0.0,1.0,2.0,2.0,189.0
21947,0.3209966534495631,10622.897644023982,0.0,0.0,0.0,2.0,1.0,0.0,994.0
21950,0.0511277918711421,7355.151023184809,1.0,1.0,0.0,1.0,1.0,0.0,247.0
21955,0.1342245636302947,11800.561934404448,0.0,0.0,0.0,4.0,2.0,1.0,294.0
21959,0.2958491870491291,4856.618148153856,0.0,2.0,0.0,1.0,0.0,0.0,639.0
21960,0.0991700104279329,5253.238939789075,1.0,1.0,0.0,2.0,2.0,1.0,717.0
21965,0.39493377374529,11376.846707999164,1.0,1.0,0.0,4.0,1.0,0.0,745.0
21975,0.3387109801468101,4268.436354202737,1.0,0.0,0.0,4.0,0.0,2.0,210.0
21989,0.0283655420343417,6460.554277751264,1.0,2.0,0.0,0.0,1.0,0.0,735.0
21994,0.4278636867448694,9236.518821536112,1.0,0.0,0.0,2.0,1.0,2.0,517.0
21996,0.0028898297245647,12692.99830108093,0.0,1.0,0.0,5.0,0.0,0.0,754.0
22006,0.5059970166833554,8639.107464690896,1.0,1.0,0.0,3.0,2.0,0.0,721.0
22008,0.2984544578961661,8768.205917327552,1.0,0.0,0.0,0.0,0.0,2.0,158.0
22017,0.1136381151507233,11683.57085038861,1.0,0.0,0.0,0.0,0.0,1.0,208.0
22018,0.2866018429698311,10969.791958541298,1.0,0.0,0.0,1.0,1.0,2.0,597.0
22030,0.2287093742211237,10637.287773939412,1.0,2.0,0.0,0.0,1.0,0.0,835.0
22043,0.5817188262635844,6860.490634502683,1.0,2.0,0.0,5.0,0.0,1.0,259.0
22045,0.48126820367541,7523.721299786126,0.0,1.0,0.0,4.0,1.0,1.0,634.0
22054,0.1382683422098862,13190.092818660429,0.0,2.0,0.0,1.0,0.0,0.0,972.0
22065,0.4325774484550817,6130.22478393283,0.0,0.0,0.0,1.0,0.0,0.0,978.0
22075,0.3794872293071056,12622.501430352324,1.0,2.0,0.0,2.0,2.0,0.0,353.0
22077,0.2473288512150694,13322.926395316514,1.0,0.0,0.0,4.0,1.0,0.0,943.0
22079,0.1978039397123605,5893.9180927643565,0.0,0.0,0.0,4.0,2.0,1.0,791.0
22086,0.1962475623333881,4751.664771483742,1.0,2.0,0.0,5.0,0.0,1.0,176.0
22101,0.3773079845646506,6019.189196349393,0.0,0.0,0.0,3.0,2.0,0.0,745.0
22102,0.0468186135240328,13069.379337821234,1.0,2.0,0.0,3.0,1.0,0.0,157.0
22110,0.052618079336934,10888.734915689638,1.0,0.0,0.0,5.0,0.0,1.0,107.0
22113,0.1495702910339794,8299.277760102657,1.0,2.0,0.0,5.0,0.0,0.0,237.0
22118,0.1824051591106498,10936.9034859391,0.0,0.0,0.0,4.0,0.0,1.0,638.0
22122,0.5778191503012868,4181.607929543585,0.0,2.0,0.0,1.0,2.0,2.0,149.0
22127,0.1228812944018998,9945.172641918389,0.0,1.0,0.0,0.0,2.0,1.0,919.0
22136,0.2096466378550814,8971.349383474415,1.0,0.0,0.0,1.0,1.0,0.0,371.0
22146,0.1398049443258187,13329.32453986846,1.0,0.0,1.0,0.0,1.0,1.0,452.0
22160,0.2780666356090004,5463.977998500479,0.0,1.0,0.0,3.0,1.0,2.0,581.0
22167,0.2174994857200891,7368.282633619838,0.0,1.0,0.0,0.0,2.0,2.0,775.0
22168,0.2200697644185112,6792.79685512539,0.0,0.0,0.0,2.0,1.0,0.0,431.0
22172,0.0715771956947746,4783.379527497354,0.0,0.0,0.0,5.0,1.0,1.0,255.0
22176,0.3566626226729245,5350.352010104767,1.0,0.0,0.0,3.0,2.0,2.0,418.0
22190,0.4446692380786628,9785.478161890736,1.0,1.0,0.0,3.0,2.0,0.0,145.0
22192,0.3418871552928011,5237.877022484701,0.0,2.0,0.0,2.0,1.0,2.0,275.0
22201,0.2976743981319754,8434.67621290787,1.0,2.0,0.0,0.0,0.0,1.0,686.0
22211,0.1873057303217997,5402.408202849798,1.0,2.0,0.0,5.0,1.0,2.0,637.0
22214,0.3131368949146949,13338.526707069705,1.0,0.0,0.0,0.0,2.0,2.0,773.0
22219,0.590481274013198,13429.476570444824,0.0,2.0,0.0,1.0,0.0,1.0,369.0
22239,0.4008237226675168,12745.035818623595,1.0,0.0,0.0,1.0,1.0,0.0,204.0
22243,0.524396237385878,8874.468215558296,1.0,0.0,0.0,5.0,0.0,0.0,579.0
22244,0.3766702503453633,5443.366350564927,0.0,0.0,0.0,0.0,2.0,1.0,711.0
22247,0.4871353884119046,8575.44277112314,1.0,0.0,0.0,5.0,2.0,1.0,453.0
22249,0.1060582523339275,9412.29616057701,1.0,0.0,0.0,5.0,1.0,1.0,506.0
22254,0.0848226055310738,12004.25589188494,0.0,0.0,0.0,4.0,1.0,1.0,750.0
22269,0.4148198606063592,7696.8756228697475,1.0,2.0,0.0,0.0,0.0,2.0,976.0
22275,0.1438938851072409,4938.897760297957,0.0,0.0,0.0,4.0,2.0,1.0,933.0
22288,0.3056814351938198,4073.9816026320327,1.0,0.0,0.0,4.0,2.0,1.0,393.0
22291,0.1238916676555151,12345.690794873672,0.0,2.0,0.0,3.0,2.0,1.0,726.0
22294,0.0397568055131566,11206.082147770288,1.0,0.0,0.0,1.0,2.0,0.0,129.0
22308,0.3476774980821807,11415.48609357779,1.0,1.0,0.0,1.0,1.0,1.0,374.0
22309,0.315977144712154,11088.34244598668,0.0,2.0,1.0,3.0,0.0,2.0,546.0
22313,0.1743813096848681,6265.338359483913,1.0,1.0,0.0,2.0,1.0,1.0,841.0
22323,0.4573030674312699,13361.788582532976,0.0,0.0,0.0,0.0,0.0,1.0,9.0
22326,0.044286614953574,9696.070600161594,1.0,1.0,0.0,1.0,1.0,2.0,140.0
22328,0.0874577544895242,4684.4086842669385,1.0,1.0,0.0,1.0,0.0,2.0,949.0
22329,0.1192798241818826,4905.799857260353,1.0,0.0,0.0,2.0,1.0,1.0,970.0
22338,0.3074586891351643,9043.80364870738,0.0,1.0,0.0,1.0,0.0,0.0,830.0
22341,0.3564525382050962,11154.933927312162,0.0,2.0,0.0,0.0,1.0,0.0,777.0
22343,0.101701190993615,10936.405071886133,1.0,1.0,0.0,1.0,1.0,0.0,62.0
22348,0.2590943492764676,8751.518448106828,1.0,1.0,0.0,2.0,1.0,1.0,207.0
22355,0.3525496655340621,11894.097522164491,0.0,2.0,1.0,4.0,2.0,2.0,739.0
22360,0.2075070782311441,4976.673419220746,1.0,0.0,0.0,4.0,0.0,1.0,990.0
22363,0.4206486915395197,7734.72219252136,0.0,2.0,0.0,0.0,1.0,2.0,651.0
22364,0.2606507335336093,12626.302879912317,1.0,0.0,0.0,1.0,0.0,2.0,71.0
22366,0.1674987017835021,6170.142367046287,0.0,1.0,0.0,2.0,2.0,0.0,210.0
22367,0.1268055700559635,9859.486882431942,0.0,0.0,0.0,0.0,0.0,0.0,912.0
22368,0.3308664718102712,9158.342954084786,0.0,1.0,0.0,3.0,0.0,2.0,562.0
22374,0.2379930772270253,8975.471369959769,1.0,0.0,0.0,5.0,0.0,2.0,536.0
22379,0.5624975371139839,5154.084755754074,0.0,1.0,0.0,1.0,1.0,2.0,800.0
22391,0.5158160392714584,4883.68343376567,0.0,0.0,0.0,4.0,1.0,1.0,369.0
22393,0.4581994396199812,11688.995330390211,0.0,0.0,0.0,4.0,2.0,0.0,452.0
22400,0.0636178488420132,5993.488734972932,0.0,0.0,0.0,4.0,0.0,0.0,304.0
22406,0.012738674844604,4286.60330906073,0.0,2.0,1.0,0.0,1.0,1.0,957.0
22410,0.4601395742223467,10628.055850082332,1.0,2.0,1.0,3.0,2.0,2.0,323.0
22416,0.5931760486432622,6622.135458412453,1.0,0.0,0.0,5.0,0.0,0.0,497.0
22420,0.119028507418496,6634.04094485022,1.0,0.0,0.0,2.0,0.0,1.0,151.0
22435,0.0691077873354947,11784.224199577411,1.0,2.0,0.0,3.0,0.0,0.0,737.0
22438,0.2802595184515853,8120.78080015015,1.0,0.0,0.0,5.0,1.0,2.0,530.0
22445,0.2083867487477988,13143.48717898504,0.0,2.0,0.0,3.0,2.0,1.0,360.0
22446,0.2124010419253979,4620.002290875214,0.0,0.0,0.0,0.0,0.0,0.0,828.0
22450,0.2218663513518155,13067.754931242143,1.0,2.0,0.0,1.0,2.0,0.0,600.0
22456,0.0952386316182131,13435.33443934456,0.0,0.0,0.0,0.0,0.0,1.0,342.0
22475,0.0418309153055683,4599.753829782911,1.0,0.0,0.0,4.0,2.0,2.0,165.0
22479,0.5320601907941755,12564.240875188298,0.0,0.0,0.0,1.0,0.0,2.0,47.0
22500,0.4799017607869577,4182.738034416671,1.0,0.0,0.0,5.0,2.0,1.0,493.0
22501,0.0200807323960063,12093.283347378874,0.0,0.0,0.0,2.0,0.0,2.0,620.0
22508,0.101635931044652,12074.203921481325,1.0,2.0,0.0,2.0,1.0,1.0,555.0
22526,0.4021859555881887,8030.205792690114,0.0,2.0,0.0,5.0,0.0,1.0,196.0
22529,0.580281236272203,7891.175340954305,1.0,2.0,0.0,0.0,2.0,2.0,862.0
22535,0.009718299301326,10564.2959295676,0.0,1.0,0.0,4.0,0.0,1.0,967.0
22540,0.0435990558483792,9204.481267526086,0.0,1.0,0.0,1.0,2.0,0.0,940.0
22546,0.3898266120725924,11747.225330915084,0.0,2.0,0.0,1.0,1.0,0.0,950.0
22547,0.1083097245228407,6630.729625861768,0.0,1.0,0.0,0.0,2.0,1.0,608.0
22560,0.2300047118670064,12180.664512344089,1.0,1.0,0.0,2.0,1.0,2.0,309.0
22562,0.5841106864300886,12609.261411240195,1.0,2.0,0.0,4.0,1.0,0.0,920.0
22566,0.5625499922466454,4554.3619332435455,0.0,0.0,0.0,5.0,0.0,2.0,415.0
22571,0.0706970124055774,7356.588640978287,1.0,1.0,0.0,5.0,2.0,2.0,654.0
22574,0.5649546932548188,12908.589776153676,1.0,2.0,0.0,0.0,1.0,2.0,115.0
22577,0.3618809256393309,7189.232198005675,0.0,1.0,0.0,4.0,1.0,1.0,638.0
22603,0.5005166234113981,10994.429395757925,1.0,2.0,0.0,2.0,0.0,0.0,987.0
22606,0.5609488864936736,13190.947866226908,0.0,0.0,1.0,0.0,0.0,2.0,257.0
22616,0.4779072779032569,5325.55071280508,1.0,1.0,0.0,4.0,0.0,2.0,309.0
22627,0.0133182259768581,10731.234116819263,0.0,1.0,0.0,5.0,1.0,1.0,254.0
22630,0.0455462065949135,7522.9958994796125,0.0,2.0,0.0,0.0,2.0,1.0,58.0
22635,0.074615533418519,13021.42202423199,1.0,2.0,0.0,4.0,0.0,2.0,383.0
22643,0.2757091561099341,13268.213616114152,0.0,0.0,0.0,0.0,0.0,0.0,561.0
22646,0.2884344025727337,6895.061901796427,0.0,1.0,0.0,2.0,0.0,1.0,954.0
22649,0.0453251797201481,11430.06683697267,1.0,1.0,1.0,3.0,0.0,2.0,935.0
22652,0.057329282124063,11662.921331646116,0.0,0.0,1.0,0.0,1.0,2.0,857.0
22668,0.2136875642808002,5635.0020689754765,1.0,0.0,0.0,5.0,2.0,2.0,412.0
22671,0.0366384625592264,4289.377128278625,0.0,1.0,0.0,2.0,0.0,0.0,62.0
22673,0.4039047576697588,7128.622736089428,1.0,1.0,0.0,2.0,2.0,2.0,984.0
22675,0.4113739196658451,8136.376199457256,1.0,2.0,0.0,3.0,1.0,2.0,834.0
22677,0.2395992332446426,11770.311021469875,0.0,2.0,0.0,3.0,1.0,1.0,164.0
22685,0.3404692782714051,4797.14909598204,0.0,0.0,0.0,2.0,0.0,1.0,107.0
22688,0.4483470922096582,9329.663972732504,0.0,1.0,0.0,1.0,1.0,1.0,953.0
22691,0.1969908653940258,10866.639610375092,0.0,2.0,0.0,3.0,1.0,1.0,619.0
22693,0.4807962299526052,8373.33795476629,1.0,1.0,0.0,1.0,2.0,1.0,442.0
22696,0.3954834040099073,9081.18517323248,1.0,1.0,0.0,4.0,2.0,0.0,562.0
22701,0.3362045673580628,9672.58010442053,1.0,1.0,0.0,0.0,0.0,1.0,874.0
22709,0.2628622758445181,6815.173742198919,1.0,0.0,1.0,5.0,1.0,2.0,597.0
22712,0.5342252591341404,4187.167328160122,0.0,1.0,1.0,0.0,0.0,2.0,947.0
22717,0.2943112743919818,4308.052459213868,0.0,1.0,0.0,0.0,1.0,1.0,978.0
22719,0.0982648514794709,4007.218503544793,0.0,2.0,0.0,0.0,1.0,2.0,835.0
22738,0.0158363222719154,9728.283259706588,1.0,0.0,0.0,4.0,2.0,1.0,156.0
22746,0.3676816929280506,10005.264888446854,1.0,0.0,0.0,1.0,2.0,0.0,917.0
22748,0.0885572706795588,9186.6345192073,1.0,0.0,0.0,3.0,0.0,0.0,18.0
22762,0.1008499207934989,6871.506885323075,0.0,2.0,0.0,1.0,0.0,2.0,976.0
22777,0.0388805818063206,7644.480421210877,0.0,2.0,0.0,5.0,1.0,1.0,880.0
22778,0.3423207482613142,8939.297017516015,1.0,0.0,0.0,3.0,2.0,0.0,13.0
22780,0.202192708604661,6143.235305364834,0.0,0.0,0.0,2.0,1.0,0.0,495.0
22782,0.1324259420168647,11152.54570080132,0.0,1.0,0.0,3.0,0.0,1.0,164.0
22789,0.5405864512444505,5550.609073530117,1.0,0.0,0.0,4.0,0.0,0.0,354.0
22800,0.098569385168218,5600.56923099638,1.0,0.0,0.0,1.0,1.0,1.0,540.0
22812,0.0641292928163901,5625.323616392044,0.0,1.0,0.0,2.0,2.0,0.0,690.0
22825,0.0560981028304614,12685.84363303844,0.0,1.0,0.0,4.0,0.0,1.0,64.0
22829,0.5663864019548525,6240.4201559776175,0.0,0.0,0.0,3.0,1.0,1.0,809.0
22851,0.3796680992969976,8904.480380622721,1.0,2.0,0.0,0.0,2.0,2.0,546.0
22860,0.0814511840716723,10898.51738991221,0.0,2.0,0.0,0.0,1.0,0.0,989.0
22866,0.0232550509969831,12545.412793895906,0.0,2.0,0.0,2.0,2.0,2.0,975.0
22873,0.2643892311202995,7552.731627899418,0.0,0.0,0.0,5.0,2.0,2.0,18.0
22885,0.2074946955982395,10155.96816921925,0.0,1.0,0.0,3.0,0.0,0.0,380.0
22900,0.0727650378394585,8884.567682302162,0.0,2.0,0.0,4.0,1.0,2.0,773.0
22912,0.2020711494050218,5893.198107361055,0.0,1.0,0.0,3.0,0.0,0.0,834.0
22928,0.2135709171318236,5330.422572575189,1.0,2.0,0.0,3.0,2.0,0.0,317.0
22938,0.0808824053937552,7442.907511978974,1.0,1.0,1.0,2.0,2.0,2.0,149.0
22942,0.256937621230603,6764.321659895457,0.0,1.0,0.0,1.0,2.0,2.0,326.0
22948,0.0140875965223042,10488.519635205668,1.0,1.0,0.0,1.0,1.0,2.0,106.0
22953,0.5213554679558224,4255.389258922547,1.0,1.0,0.0,0.0,1.0,1.0,719.0
22957,0.4197944835489696,8966.855116974337,0.0,2.0,0.0,1.0,1.0,1.0,415.0
22962,0.1360729026582208,13040.575312465477,1.0,1.0,1.0,1.0,2.0,0.0,182.0
22965,0.0492017445617757,11257.259989521406,1.0,1.0,0.0,5.0,0.0,1.0,912.0
22968,0.2212135197924842,9805.26327039826,0.0,0.0,0.0,5.0,0.0,0.0,885.0
22971,0.2336689250096829,7353.703120114866,0.0,1.0,0.0,0.0,0.0,1.0,270.0
22975,0.2716572257332753,7700.474251921802,0.0,0.0,0.0,4.0,0.0,0.0,343.0
22977,0.1398875885725238,9487.654161609831,0.0,0.0,0.0,3.0,0.0,0.0,690.0
22978,0.105577309674437,12417.597778616218,0.0,0.0,0.0,3.0,2.0,0.0,377.0
22996,0.1438208726837533,10169.976594669912,0.0,2.0,0.0,0.0,0.0,0.0,606.0
23003,0.5563044083040422,11739.991147600193,1.0,1.0,0.0,0.0,2.0,2.0,221.0
23007,0.1509127327203941,12878.978140187884,0.0,1.0,0.0,0.0,2.0,0.0,171.0
23019,0.003360579601992,11390.923947382636,0.0,0.0,0.0,5.0,1.0,0.0,967.0
23021,0.301998371632094,8778.281383136164,1.0,0.0,0.0,3.0,0.0,1.0,300.0
23028,0.184026106107436,13011.268289028092,1.0,0.0,0.0,1.0,1.0,0.0,411.0
23032,0.5975396234233181,4176.946246044673,0.0,1.0,0.0,0.0,0.0,2.0,887.0
23035,0.252972857797506,11268.130366547648,0.0,2.0,0.0,0.0,0.0,1.0,120.0
23039,0.1138394014523608,9110.021052218906,1.0,1.0,0.0,0.0,0.0,2.0,253.0
23060,0.214966064027663,8266.15677692298,1.0,0.0,0.0,0.0,0.0,1.0,208.0
23079,0.073468058210877,7325.549751628605,1.0,1.0,0.0,1.0,2.0,1.0,132.0
23082,0.4417343880473663,11430.96514203986,1.0,1.0,0.0,2.0,1.0,2.0,18.0
23091,0.4742005774156386,13426.636918769182,1.0,0.0,0.0,0.0,1.0,0.0,721.0
23094,0.3220528269018304,5738.246342042493,0.0,0.0,0.0,3.0,2.0,0.0,122.0
23098,0.5662284509076643,10294.455206885918,1.0,1.0,0.0,4.0,1.0,0.0,532.0
23118,0.0889661762947175,11201.94951658604,1.0,2.0,0.0,0.0,0.0,0.0,74.0
23120,0.0177971903304382,4835.375369351651,1.0,1.0,0.0,3.0,2.0,2.0,636.0
23121,0.3630922559637502,10771.06619321878,1.0,0.0,0.0,0.0,2.0,0.0,66.0
23125,0.4181525407093863,4625.465414448653,1.0,1.0,0.0,0.0,1.0,0.0,122.0
23128,0.4949897751870244,12141.089539097364,1.0,2.0,0.0,3.0,2.0,2.0,669.0
23149,0.1437964717794165,8471.867647143255,1.0,1.0,0.0,4.0,1.0,0.0,122.0
23163,0.1041404924606919,6329.159591579542,0.0,0.0,0.0,1.0,1.0,0.0,193.0
23171,0.5833662106630482,11202.631797222695,1.0,2.0,0.0,4.0,1.0,2.0,104.0
23172,0.0821765325559072,10511.42471199378,0.0,0.0,0.0,3.0,2.0,0.0,251.0
23173,0.5465478900678861,12928.987893522884,1.0,2.0,0.0,3.0,1.0,1.0,680.0
23176,0.1570923096672435,9061.331540263467,0.0,1.0,0.0,4.0,0.0,1.0,634.0
23180,0.092553023139784,10957.063097858523,0.0,0.0,0.0,3.0,1.0,2.0,485.0
23183,0.0767583794911896,6730.188758324661,0.0,0.0,1.0,2.0,1.0,2.0,663.0
23187,0.0908519192108789,8694.268620141123,1.0,2.0,0.0,4.0,2.0,1.0,314.0
23192,0.4511595940905586,10203.353457008856,0.0,1.0,0.0,0.0,0.0,2.0,275.0
23206,0.0381109920349685,11350.04507144553,1.0,0.0,0.0,0.0,0.0,1.0,389.0
23231,0.0315497054673202,10560.738818751392,1.0,0.0,0.0,1.0,0.0,2.0,928.0
23236,0.5098187752685529,5005.414434978051,1.0,2.0,0.0,0.0,2.0,2.0,875.0
23238,0.0410074805984899,12331.304254865732,0.0,0.0,0.0,4.0,0.0,0.0,600.0
23244,0.222578701086535,10841.52048198333,1.0,2.0,1.0,5.0,1.0,2.0,857.0
23247,0.2348716944614428,12646.524465218734,0.0,0.0,0.0,2.0,0.0,0.0,157.0
23253,0.4239806105162021,10276.550581758383,1.0,0.0,0.0,3.0,2.0,2.0,544.0
23258,0.256668273346063,5618.8944639958,1.0,0.0,0.0,1.0,1.0,1.0,251.0
23266,0.0867190795764273,12123.20307683515,1.0,1.0,0.0,0.0,0.0,0.0,875.0
23280,0.4400500645729245,9489.720006955904,1.0,0.0,0.0,5.0,0.0,1.0,773.0
23283,0.0407272611000281,6525.529612548349,1.0,2.0,0.0,2.0,1.0,1.0,957.0
23284,0.110928588735275,5084.64060821858,1.0,1.0,0.0,2.0,1.0,1.0,273.0
23285,0.2255378069710149,5718.25615870991,0.0,0.0,0.0,2.0,0.0,1.0,768.0
23301,0.0473908425655257,9500.158707787608,1.0,2.0,0.0,2.0,1.0,0.0,281.0
23306,0.2894006400558456,8608.31019879218,1.0,2.0,0.0,0.0,1.0,1.0,962.0
23308,0.3238486141332089,5069.396924720468,0.0,0.0,0.0,2.0,1.0,1.0,490.0
23309,0.0890456459214071,5163.388106062143,0.0,0.0,0.0,5.0,0.0,2.0,141.0
23311,0.5117134079450664,12826.261304285024,0.0,1.0,0.0,3.0,0.0,0.0,138.0
23316,0.4816339448828863,12553.485769198,1.0,1.0,0.0,2.0,1.0,2.0,605.0
23324,0.0644129426721389,12230.432333004544,0.0,1.0,0.0,3.0,0.0,1.0,506.0
23335,0.5356838652663458,9302.112440870784,1.0,1.0,0.0,2.0,1.0,1.0,886.0
23341,0.1001635329139701,7571.288190648653,0.0,1.0,0.0,3.0,2.0,0.0,253.0
23347,0.2015492210515423,8383.08781096951,1.0,0.0,0.0,0.0,1.0,1.0,824.0
23355,0.1894453976867982,6993.165115643178,0.0,1.0,0.0,4.0,1.0,0.0,239.0
23368,0.2233255598979832,11155.302931492091,0.0,1.0,0.0,5.0,2.0,0.0,734.0
23370,0.3477495100466867,6480.033720561092,1.0,1.0,0.0,4.0,0.0,0.0,423.0
23377,0.4284923739401461,5149.915478725935,1.0,0.0,0.0,3.0,1.0,2.0,499.0
23388,0.4289163187870065,12863.063117626642,1.0,0.0,0.0,3.0,2.0,0.0,309.0
23396,0.4484202017435886,8447.71653918593,1.0,2.0,0.0,1.0,1.0,1.0,256.0
23398,0.3732060924936387,9176.364952824752,0.0,0.0,0.0,3.0,0.0,2.0,934.0
23410,0.0722054966706973,10551.406376505323,1.0,2.0,0.0,5.0,2.0,1.0,409.0
23419,0.4196517414195685,8669.380152458074,1.0,2.0,0.0,0.0,0.0,1.0,809.0
23421,0.0110878881717465,7572.717280554039,0.0,0.0,0.0,5.0,0.0,0.0,293.0
23427,0.4079397586804164,8400.590201747447,0.0,1.0,0.0,5.0,2.0,1.0,339.0
23436,0.0509720627340448,10458.835133494606,0.0,0.0,0.0,5.0,2.0,0.0,277.0
23442,0.0934879386525385,6822.7154191537575,1.0,2.0,0.0,0.0,0.0,0.0,80.0
23454,0.2535287514546755,9474.610151147746,0.0,0.0,0.0,2.0,1.0,1.0,453.0
23456,0.152112305851425,11541.512395126683,1.0,0.0,0.0,1.0,0.0,2.0,29.0
23470,0.151921787568904,13189.06585401045,1.0,1.0,0.0,3.0,1.0,1.0,950.0
23472,0.5326726837631797,13138.053729138128,1.0,1.0,0.0,1.0,1.0,0.0,126.0
23476,0.2207374649124554,8902.910170332641,0.0,2.0,0.0,4.0,1.0,0.0,429.0
23480,0.1034566601419154,7560.868843346312,1.0,0.0,0.0,2.0,0.0,0.0,74.0
23487,0.2121137252240928,4667.071663162541,0.0,2.0,0.0,1.0,2.0,0.0,219.0
